activity,case_id,lifecycle,resource,timestamp,case:Company,case:Document Type,case:GR-Based Inv. Verif.,case:Goods Receipt,case:Item,case:Item Category,case:Item Type,case:Name,case:Purch. Doc. Category name,case:Purchasing Document,case:Source,case:Spend area text,case:Spend classification text,case:Sub spend area text,case:Vendor,case:concept:name,event:Cumulative net worth (EUR),event:User
Cancel Invoice Receipt,2000000016_00001,,user_004,2018-11-05T11:48:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0015,Purchase order,2000000016,sourceSystemID_0000,Workforce Services,NPR,Third Party Labor,vendorID_0015,2000000016_00001,405009.0,user_004
Record Invoice Receipt,2000000016_00001,,user_004,2018-11-05T11:51:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0015,Purchase order,2000000016,sourceSystemID_0000,Workforce Services,NPR,Third Party Labor,vendorID_0015,2000000016_00001,405009.0,user_004
Clear Invoice,2000000016_00001,,user_004,2018-11-05T11:52:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0015,Purchase order,2000000016,sourceSystemID_0000,Workforce Services,NPR,Third Party Labor,vendorID_0015,2000000016_00001,405009.0,user_004
Clear Invoice,2000000016_00001,,user_002,2018-11-08T15:45:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0015,Purchase order,2000000016,sourceSystemID_0000,Workforce Services,NPR,Third Party Labor,vendorID_0015,2000000016_00001,405009.0,user_002
Vendor creates invoice,2000000016_00001,,NONE,2018-11-11T22:59:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0015,Purchase order,2000000016,sourceSystemID_0000,Workforce Services,NPR,Third Party Labor,vendorID_0015,2000000016_00001,405009.0,NONE
Record Invoice Receipt,2000000016_00001,,user_012,2018-11-14T16:21:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0015,Purchase order,2000000016,sourceSystemID_0000,Workforce Services,NPR,Third Party Labor,vendorID_0015,2000000016_00001,405009.0,user_012
Vendor creates invoice,2000000016_00001,,NONE,2018-11-18T22:59:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0015,Purchase order,2000000016,sourceSystemID_0000,Workforce Services,NPR,Third Party Labor,vendorID_0015,2000000016_00001,405009.0,NONE
Vendor creates invoice,2000000016_00001,,NONE,2018-11-25T22:59:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0015,Purchase order,2000000016,sourceSystemID_0000,Workforce Services,NPR,Third Party Labor,vendorID_0015,2000000016_00001,405009.0,NONE
Vendor creates invoice,2000000016_00001,,NONE,2018-12-02T22:59:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0015,Purchase order,2000000016,sourceSystemID_0000,Workforce Services,NPR,Third Party Labor,vendorID_0015,2000000016_00001,405009.0,NONE
Clear Invoice,2000000016_00001,,user_002,2018-12-07T08:08:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0015,Purchase order,2000000016,sourceSystemID_0000,Workforce Services,NPR,Third Party Labor,vendorID_0015,2000000016_00001,405009.0,user_002
Vendor creates invoice,2000000016_00001,,NONE,2018-12-09T22:59:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0015,Purchase order,2000000016,sourceSystemID_0000,Workforce Services,NPR,Third Party Labor,vendorID_0015,2000000016_00001,405009.0,NONE
SRM: Created,2000000016_00001,,user_017,2018-12-10T07:03:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0015,Purchase order,2000000016,sourceSystemID_0000,Workforce Services,NPR,Third Party Labor,vendorID_0015,2000000016_00001,405009.0,user_017
SRM: Complete,2000000016_00001,,user_017,2018-12-10T08:04:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0015,Purchase order,2000000016,sourceSystemID_0000,Workforce Services,NPR,Third Party Labor,vendorID_0015,2000000016_00001,405009.0,user_017
SRM: Awaiting Approval,2000000016_00001,,user_017,2018-12-10T08:04:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0015,Purchase order,2000000016,sourceSystemID_0000,Workforce Services,NPR,Third Party Labor,vendorID_0015,2000000016_00001,405009.0,user_017
SRM: Document Completed,2000000016_00001,,user_017,2018-12-10T08:04:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0015,Purchase order,2000000016,sourceSystemID_0000,Workforce Services,NPR,Third Party Labor,vendorID_0015,2000000016_00001,405009.0,user_017
SRM: Ordered,2000000016_00001,,batch_00,2018-12-10T08:29:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0015,Purchase order,2000000016,sourceSystemID_0000,Workforce Services,NPR,Third Party Labor,vendorID_0015,2000000016_00001,405009.0,batch_00
SRM: In Transfer to Execution Syst.,2000000016_00001,,batch_00,2018-12-10T08:29:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0015,Purchase order,2000000016,sourceSystemID_0000,Workforce Services,NPR,Third Party Labor,vendorID_0015,2000000016_00001,405009.0,batch_00
SRM: Deleted,2000000016_00001,,batch_00,2018-12-10T08:29:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0015,Purchase order,2000000016,sourceSystemID_0000,Workforce Services,NPR,Third Party Labor,vendorID_0015,2000000016_00001,405009.0,batch_00
Change Price,2000000016_00001,,user_000,2018-12-10T08:29:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0015,Purchase order,2000000016,sourceSystemID_0000,Workforce Services,NPR,Third Party Labor,vendorID_0015,2000000016_00001,405009.0,user_000
Record Invoice Receipt,2000000016_00001,,user_019,2018-12-11T13:21:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0015,Purchase order,2000000016,sourceSystemID_0000,Workforce Services,NPR,Third Party Labor,vendorID_0015,2000000016_00001,405009.0,user_019
Vendor creates invoice,2000000016_00001,,NONE,2018-12-16T22:59:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0015,Purchase order,2000000016,sourceSystemID_0000,Workforce Services,NPR,Third Party Labor,vendorID_0015,2000000016_00001,405009.0,NONE
Record Goods Receipt,2000000016_00001,,user_000,2018-12-17T11:04:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0015,Purchase order,2000000016,sourceSystemID_0000,Workforce Services,NPR,Third Party Labor,vendorID_0015,2000000016_00001,405009.0,user_000
Record Service Entry Sheet,2000000016_00001,,NONE,2018-12-17T11:04:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0015,Purchase order,2000000016,sourceSystemID_0000,Workforce Services,NPR,Third Party Labor,vendorID_0015,2000000016_00001,405009.0,NONE
Record Goods Receipt,2000000016_00001,,user_000,2018-12-17T11:07:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0015,Purchase order,2000000016,sourceSystemID_0000,Workforce Services,NPR,Third Party Labor,vendorID_0015,2000000016_00001,405009.0,user_000
Record Service Entry Sheet,2000000016_00001,,NONE,2018-12-17T11:07:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0015,Purchase order,2000000016,sourceSystemID_0000,Workforce Services,NPR,Third Party Labor,vendorID_0015,2000000016_00001,405009.0,NONE
Record Goods Receipt,2000000016_00001,,user_000,2018-12-17T11:10:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0015,Purchase order,2000000016,sourceSystemID_0000,Workforce Services,NPR,Third Party Labor,vendorID_0015,2000000016_00001,405009.0,user_000
Record Service Entry Sheet,2000000016_00001,,NONE,2018-12-17T11:10:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0015,Purchase order,2000000016,sourceSystemID_0000,Workforce Services,NPR,Third Party Labor,vendorID_0015,2000000016_00001,405009.0,NONE
Record Goods Receipt,2000000016_00001,,user_000,2018-12-17T11:13:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0015,Purchase order,2000000016,sourceSystemID_0000,Workforce Services,NPR,Third Party Labor,vendorID_0015,2000000016_00001,405009.0,user_000
Record Service Entry Sheet,2000000016_00001,,NONE,2018-12-17T11:13:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0015,Purchase order,2000000016,sourceSystemID_0000,Workforce Services,NPR,Third Party Labor,vendorID_0015,2000000016_00001,405009.0,NONE
Record Goods Receipt,2000000016_00001,,user_000,2018-12-17T11:19:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0015,Purchase order,2000000016,sourceSystemID_0000,Workforce Services,NPR,Third Party Labor,vendorID_0015,2000000016_00001,405009.0,user_000
Record Service Entry Sheet,2000000016_00001,,NONE,2018-12-17T11:19:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0015,Purchase order,2000000016,sourceSystemID_0000,Workforce Services,NPR,Third Party Labor,vendorID_0015,2000000016_00001,405009.0,NONE
Record Goods Receipt,2000000016_00001,,user_000,2018-12-17T11:22:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0015,Purchase order,2000000016,sourceSystemID_0000,Workforce Services,NPR,Third Party Labor,vendorID_0015,2000000016_00001,405009.0,user_000
Record Service Entry Sheet,2000000016_00001,,NONE,2018-12-17T11:22:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0015,Purchase order,2000000016,sourceSystemID_0000,Workforce Services,NPR,Third Party Labor,vendorID_0015,2000000016_00001,405009.0,NONE
Record Goods Receipt,2000000016_00001,,user_000,2018-12-17T11:24:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0015,Purchase order,2000000016,sourceSystemID_0000,Workforce Services,NPR,Third Party Labor,vendorID_0015,2000000016_00001,405009.0,user_000
Record Service Entry Sheet,2000000016_00001,,NONE,2018-12-17T11:24:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0015,Purchase order,2000000016,sourceSystemID_0000,Workforce Services,NPR,Third Party Labor,vendorID_0015,2000000016_00001,405009.0,NONE
Record Goods Receipt,2000000016_00001,,user_000,2018-12-17T11:27:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0015,Purchase order,2000000016,sourceSystemID_0000,Workforce Services,NPR,Third Party Labor,vendorID_0015,2000000016_00001,405009.0,user_000
Record Service Entry Sheet,2000000016_00001,,NONE,2018-12-17T11:27:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0015,Purchase order,2000000016,sourceSystemID_0000,Workforce Services,NPR,Third Party Labor,vendorID_0015,2000000016_00001,405009.0,NONE
Record Invoice Receipt,2000000016_00001,,batch_00,2018-12-17T11:54:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0015,Purchase order,2000000016,sourceSystemID_0000,Workforce Services,NPR,Third Party Labor,vendorID_0015,2000000016_00001,405009.0,batch_00
Record Invoice Receipt,2000000016_00001,,batch_00,2018-12-17T11:57:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0015,Purchase order,2000000016,sourceSystemID_0000,Workforce Services,NPR,Third Party Labor,vendorID_0015,2000000016_00001,405009.0,batch_00
Record Invoice Receipt,2000000016_00001,,batch_00,2018-12-17T12:08:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0015,Purchase order,2000000016,sourceSystemID_0000,Workforce Services,NPR,Third Party Labor,vendorID_0015,2000000016_00001,405009.0,batch_00
Record Invoice Receipt,2000000016_00001,,user_001,2018-12-18T07:16:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0015,Purchase order,2000000016,sourceSystemID_0000,Workforce Services,NPR,Third Party Labor,vendorID_0015,2000000016_00001,405009.0,user_001
Record Invoice Receipt,2000000016_00001,,user_001,2018-12-18T07:17:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0015,Purchase order,2000000016,sourceSystemID_0000,Workforce Services,NPR,Third Party Labor,vendorID_0015,2000000016_00001,405009.0,user_001
Record Goods Receipt,2000000016_00001,,user_000,2018-12-19T10:03:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0015,Purchase order,2000000016,sourceSystemID_0000,Workforce Services,NPR,Third Party Labor,vendorID_0015,2000000016_00001,405009.0,user_000
Record Service Entry Sheet,2000000016_00001,,NONE,2018-12-19T10:03:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0015,Purchase order,2000000016,sourceSystemID_0000,Workforce Services,NPR,Third Party Labor,vendorID_0015,2000000016_00001,405009.0,NONE
Remove Payment Block,2000000016_00001,,user_015,2018-12-24T07:18:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0015,Purchase order,2000000016,sourceSystemID_0000,Workforce Services,NPR,Third Party Labor,vendorID_0015,2000000016_00001,405009.0,user_015
Record Invoice Receipt,2000000016_00001,,user_019,2018-12-28T07:50:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0015,Purchase order,2000000016,sourceSystemID_0000,Workforce Services,NPR,Third Party Labor,vendorID_0015,2000000016_00001,405009.0,user_019
Record Invoice Receipt,2000000016_00001,,user_019,2018-12-28T12:23:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0015,Purchase order,2000000016,sourceSystemID_0000,Workforce Services,NPR,Third Party Labor,vendorID_0015,2000000016_00001,405009.0,user_019
Record Invoice Receipt,2000000016_00001,,user_019,2018-12-28T14:35:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0015,Purchase order,2000000016,sourceSystemID_0000,Workforce Services,NPR,Third Party Labor,vendorID_0015,2000000016_00001,405009.0,user_019
Clear Invoice,2000000016_00001,,user_005,2019-01-03T15:12:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0015,Purchase order,2000000016,sourceSystemID_0000,Workforce Services,NPR,Third Party Labor,vendorID_0015,2000000016_00001,405009.0,user_005
Clear Invoice,2000000016_00001,,user_002,2019-01-10T14:45:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0015,Purchase order,2000000016,sourceSystemID_0000,Workforce Services,NPR,Third Party Labor,vendorID_0015,2000000016_00001,405009.0,user_002
SRM: Created,2000000017_00001,,batch_00,2018-01-12T08:52:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0016,Purchase order,2000000017,sourceSystemID_0000,Marketing,NPR,Digital Marketing,vendorID_0016,2000000017_00001,372390.0,batch_00
SRM: Complete,2000000017_00001,,batch_00,2018-01-12T09:52:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0016,Purchase order,2000000017,sourceSystemID_0000,Marketing,NPR,Digital Marketing,vendorID_0016,2000000017_00001,372390.0,batch_00
SRM: Awaiting Approval,2000000017_00001,,batch_00,2018-01-12T09:52:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0016,Purchase order,2000000017,sourceSystemID_0000,Marketing,NPR,Digital Marketing,vendorID_0016,2000000017_00001,372390.0,batch_00
SRM: Document Completed,2000000017_00001,,batch_00,2018-01-12T09:52:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0016,Purchase order,2000000017,sourceSystemID_0000,Marketing,NPR,Digital Marketing,vendorID_0016,2000000017_00001,372390.0,batch_00
SRM: In Transfer to Execution Syst.,2000000017_00001,,batch_00,2018-01-12T09:52:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0016,Purchase order,2000000017,sourceSystemID_0000,Marketing,NPR,Digital Marketing,vendorID_0016,2000000017_00001,372390.0,batch_00
